"x","predicted","std.error","conf.low","conf.high","group"
"Plural",14.6749021059883,0.618199253777983,13.4632538333139,15.8865503786627,"Regular"
"Plural",14.2613118366839,0.630253211130645,13.0260382417272,15.4965854316407,"Irregular"
"Singular",13.6869341501484,0.622415024654584,12.4670231183888,14.906845181908,"Regular"
"Singular",14.0052078901782,0.642406433030612,12.7461144180014,15.264301362355,"Irregular"
